"official_name","post_code4","post_code6","canton_label_short","latitude","longitude"
"Inwil",6034,603400,"LU",47.122187306368,8.3502740980622
"Rain",6026,602600,"LU",47.129726263104,8.2631856446056
"Römerswil LU",6027,602700,"LU",47.169707115894,8.2459021029189
"Herlisberg",6028,602800,"LU",47.198439639911,8.2301027302043
"Rothenburg",6023,602300,"LU",47.093925260715,8.2730538077732
"Schongau",6288,628800,"LU",47.269094641915,8.2674509587982
"Adligenswil",6043,604300,"LU",47.070569215824,8.3650906808722
"Buchrain",6033,603300,"LU",47.094766766059,8.3460009250145
"Perlen",6035,603500,"LU",47.110633292111,8.3597751294183
"Dierikon",6036,603600,"LU",47.097348290287,8.3718634191368
"Ebikon",6030,603000,"LU",47.081786770038,8.3402107434884
"Gisikon",6038,603800,"LU",47.127122771483,8.3992698483561
"Greppen",6404,640400,"LU",47.055507802898,8.430051455872
"Honau",6038,603802,"LU",47.132857804927,8.4062008242976
"St. Niklausen LU",6005,600502,"LU",47.019319764581,8.3403846773825
"Kastanienbaum",6047,604700,"LU",47.013434153736,8.333801758937
"Horw",6048,604800,"LU",47.019183180099,8.3126940614359
"Kriens",6010,601000,"LU",47.032999539288,8.279092675051
"Obernau",6012,601200,"LU",47.032150306478,8.2533975693288
"Luzern",6003,600300,"LU",47.050057532815,8.2970089771469
"Luzern",6004,600400,"LU",47.060323036011,8.2980025910364
"Luzern",6005,600500,"LU",47.039075102432,8.3147155782543
"Luzern",6006,600600,"LU",47.053092890183,8.3445193763025
"Luzern",6014,601400,"LU",47.057581913146,8.24172672458
"Luzern",6015,601500,"LU",47.063236390215,8.2787108751667
"Malters",6102,610200,"LU",47.035935929982,8.183430809873
"Meggen",6045,604500,"LU",47.046485415045,8.3720577014513
"Meierskappel",6344,634400,"LU",47.12528566255,8.4426777019891
"Root",6037,603700,"LU",47.114224037283,8.3915935208375
"Root D4",6039,603900,"LU",47.104423811504,8.3734622013656
"Eigenthal",6013,601300,"LU",47.007047300088,8.2192330553023
"Schwarzenberg LU",6103,610300,"LU",47.016079565547,8.1741852309805
"Udligenswil",6044,604400,"LU",47.09111328873,8.3992830288138
"Vitznau",6354,635400,"LU",47.010375968802,8.4837711567047
"Weggis",6353,635300,"LU",47.032693631844,8.4343138365422
"Rigi Kaltbad",6356,635600,"LU",47.04394739947,8.4709757432808
"Neudorf",6025,602500,"LU",47.176601660204,8.209872906283
"Beromünster",6215,621500,"LU",47.207017260076,8.1931388154796
"Schwarzenbach LU",6215,621502,"LU",47.233873912324,8.2125347562497
"Gunzwil",6222,622200,"LU",47.211224566204,8.1796543703376
"Büron",6233,623300,"LU",47.214738421273,8.0909502775868
"Buttisholz",6018,601800,"LU",47.114854085308,8.0945701274294
"Eich",6205,620500,"LU",47.152991511774,8.1695521799798
"Geuensee",6232,623200,"LU",47.200354231047,8.1130131208447
"Grosswangen",6022,602200,"LU",47.133287697444,8.0500457143934
"Hildisrieden",6024,602400,"LU",47.150094680448,8.2333701777805
"St. Erhard",6212,621200,"LU",47.182674781104,8.0742128585312
"Knutwil",6213,621300,"LU",47.201608194636,8.0727880450913
"Kaltbach",6212,621202,"LU",47.183784191563,8.0588158808337
"Mauensee",6216,621600,"LU",47.167737414097,8.0670317861006
"Hellbühl",6016,601600,"LU",47.070138747161,8.1968479103896
"Sempach Station",6203,620300,"LU",47.114628120644,8.193010566429
"Neuenkirch",6206,620600,"LU",47.099940840284,8.203579497874
"Nottwil",6207,620700,"LU",47.134367974929,8.1338264053474
"Oberkirch LU",6208,620800,"LU",47.158513527627,8.1153082133254
"Pfeffikon LU",5735,573500,"LU",47.249772492272,8.1776128340989
"Rickenbach LU",6221,622100,"LU",47.219839659432,8.1529459120031
"Ruswil",6017,601700,"LU",47.085108052195,8.1266555813105
"Sigigen",6019,601900,"LU",47.063342237839,8.1351304670147
"Schenkon",6214,621400,"LU",47.173252899666,8.1355186694142
"Schlierbach",6231,623100,"LU",47.225998837435,8.109969491925
"Sempach",6204,620400,"LU",47.133010869375,8.1990297118902
"Sursee",6210,621000,"LU",47.173318039283,8.1094142766708
"Triengen",6234,623400,"LU",47.234072951293,8.0773330124602
"Kulmerau",6234,623401,"LU",47.254965686946,8.0874382595828
"Winikon",6235,623500,"LU",47.237274225585,8.0492935524064
"Wilihof",6236,623600,"LU",47.223307452639,8.0639482389998
"Wolhusen",6110,611000,"LU",47.059734386693,8.0747831645217
"Steinhuserberg",6114,611400,"LU",47.042949880731,8.0464107693141
"Alberswil",6248,624800,"LU",47.149621622648,7.9972147333585
"Altbüron",6147,614700,"LU",47.179912968215,7.8824130358305
"Altishofen",6246,624600,"LU",47.201578758278,7.960354384477
"Buchs LU",6211,621101,"LU",47.20089958408,8.0371191082907
"Dagmersellen",6252,625200,"LU",47.214175906095,7.990324727042
"Uffikon",6253,625300,"LU",47.211349205823,8.018267095336
"Ebersecken",6245,624500,"LU",47.182621750051,7.9328728811418
"Egolzwil",6243,624300,"LU",47.18545802633,8.0063627763874
"Kottwil",6217,621700,"LU",47.162763896351,8.0450938023771
"Ettiswil",6218,621800,"LU",47.148529010558,8.0144886831014
"Fischbach LU",6145,614500,"LU",47.156092399936,7.9078503436746
"Gettnau",6142,614200,"LU",47.142158685247,7.9700057460904
"Grossdietwil",6146,614600,"LU",47.171532733541,7.8885826126869
"Hergiswil b. Willisau",6133,613300,"LU",47.085889840279,7.9591759034283
"Hofstatt",6154,615400,"LU",47.08474093184,7.9150614775852
"Luthern",6156,615600,"LU",47.059108168396,7.9164001677284
"Luthern Bad",6156,615602,"LU",47.028146444562,7.9271354234482
"Menznau",6122,612200,"LU",47.084023638094,8.0393173881636
"Geiss",6123,612300,"LU",47.090222847233,8.0560081130054
"Menzberg",6125,612500,"LU",47.041188606121,7.9982833482424
"Nebikon",6244,624400,"LU",47.191222897948,7.9746495191702
"St. Urban",4915,491500,"LU",47.232410522866,7.839719973104
"Pfaffnau",6264,626400,"LU",47.228539879277,7.8982922156959
"Reiden",6260,626000,"LU",47.243539742102,7.9721626142807
"Reidermoos",6260,626002,"LU",47.254519112549,7.9900673957548
"Mehlsecken",6260,626004,"LU",47.245470307149,7.9591184584332
"Langnau b. Reiden",6262,626200,"LU",47.231105021906,7.963204280848
"Richenthal",6263,626300,"LU",47.219378982163,7.9464148106032
"Roggliswil",6265,626500,"LU",47.212081709395,7.886270431608
"Ohmstal",6143,614300,"LU",47.163049576281,7.9511822710589
"Schötz",6247,624700,"LU",47.169414406344,7.988979681958
"Ufhusen",6153,615300,"LU",47.11756260515,7.8999756229984
"Wauwil",6242,624200,"LU",47.186285439272,8.0225739966881
"Wikon",4806,480600,"LU",47.263216283367,7.9671927337332
"Hintermoos",6260,626003,"LU",47.270120687364,7.9984480419257
"Zell LU",6144,614400,"LU",47.140002011824,7.922645324467
"Hüswil",6152,615200,"LU",47.127878593542,7.9025422375788
"Daiwil",6126,612600,"LU",47.097094276064,8.0128032799534
"Willisau",6130,613000,"LU",47.119929173996,7.9896837358173
"Rohrmatt",6132,613200,"LU",47.082288613449,7.9850434257878
"Altdorf UR",6460,646000,"UR",46.883324814787,8.6422570067277
"Andermatt",6490,649000,"UR",46.631834214362,8.5973718670235
"Attinghausen",6468,646800,"UR",46.864965221853,8.6239684508594
"Bauen",6466,646600,"UR",46.935138520713,8.5776440133289
"Bürglen UR",6463,646300,"UR",46.875202847749,8.6624493314261
"Erstfeld",6472,647200,"UR",46.82030934354,8.6503634908515
"Flüelen",6454,645400,"UR",46.90537325318,8.62863958348
"Göschenen",6487,648700,"UR",46.669602814896,8.5838977318616
"Intschi",6476,647600,"UR",46.760462475821,8.6497254109126
"Gurtnellen",6482,648200,"UR",46.737996806827,8.6284670401208
"Hospental",6493,649300,"UR",46.619136182963,8.572735699916
"Isenthal",6461,646100,"UR",46.911813893861,8.5609895193508
"Realp",6491,649100,"UR",46.598741135683,8.5018806867211
"Schattdorf",6467,646700,"UR",46.864067308459,8.6588907453125
"Haldi b. Schattdorf",6469,646900,"UR",46.86183390323,8.6750251437925
"Seedorf UR",6462,646200,"UR",46.884031208539,8.6105981769763
"Seelisberg",6377,637700,"UR",46.973652177183,8.5856500252763
"Rütli",6441,644102,"UR",46.968668019325,8.5928504380391
"Silenen",6473,647300,"UR",46.791865780283,8.6727516778081
"Amsteg",6474,647400,"UR",46.770665008966,8.6707081532256
"Bristen",6475,647500,"UR",46.769382277555,8.6910391503756
"Sisikon",6452,645200,"UR",46.948077010585,8.6235818093672
"Spiringen",6464,646400,"UR",46.87101481911,8.7284043734296
"Urnerboden",8751,875100,"UR",46.888966231393,8.9023990855812
"Unterschächen",6465,646500,"UR",46.86120940676,8.7684092165407
"Wassen UR",6484,648400,"UR",46.706360220293,8.5957023908626
"Meien",6485,648500,"UR",46.725703756318,8.5494124501692
"Bennau",8836,883600,"SZ",47.148588434165,8.7298969010563
"Einsiedeln",8840,884000,"SZ",47.128364892546,8.749800949155
"Trachslau",8840,884002,"SZ",47.097792760797,8.7254057123244
"Gross",8841,884100,"SZ",47.115868114622,8.7764449197245
"Euthal",8844,884400,"SZ",47.095739233805,8.8163983889336
"Willerzell",8846,884600,"SZ",47.129839350219,8.7941018202117
"Egg SZ",8847,884700,"SZ",47.161304066515,8.7806274770924
"Rigi Scheidegg",6410,641005,"SZ",47.027276382625,8.5209633412215
"Gersau",6442,644200,"SZ",46.992827559944,8.5270136086655
"Schindellegi",8834,883400,"SZ",47.174373871226,8.7126957942304
"Feusisberg",8835,883500,"SZ",47.187717445911,8.7477455326522
"Hurden",8640,864003,"SZ",47.214282282197,8.8058409933278
"Bäch SZ",8806,880600,"SZ",47.203909702188,8.7326714274118
"Freienbach",8807,880700,"SZ",47.20532961275,8.7605190817695
"Pfäffikon SZ",8808,880800,"SZ",47.200377958764,8.7779781262513
"Wollerau",8832,883200,"SZ",47.195958911751,8.7188454899094
"Wilen b. Wollerau",8832,883202,"SZ",47.196997077136,8.7346027236122
"Merlischachen",6402,640200,"SZ",47.066373605156,8.4080423831347
"Küssnacht am Rigi",6403,640300,"SZ",47.080393013689,8.4400722669052
"Immensee",6405,640500,"SZ",47.095695349867,8.4614476094044
"Altendorf",8852,885200,"SZ",47.191950839227,8.8308730467062
"Galgenen",8854,885402,"SZ",47.182314721811,8.8741792036022
"Innerthal",8858,885800,"SZ",47.106209856166,8.9192193234614
"Lachen SZ",8853,885300,"SZ",47.197451467322,8.8578097570007
"Reichenburg",8864,886400,"SZ",47.17144254113,8.9741910208608
"Siebnen",8854,885400,"SZ",47.176151579547,8.8971291251854
"Schübelbach",8862,886200,"SZ",47.173244134112,8.928159029645
"Buttikon SZ",8863,886300,"SZ",47.173761368026,8.9533197621291
"Tuggen",8856,885600,"SZ",47.203473798983,8.9404855615463
"Vorderthal",8857,885700,"SZ",47.122736537828,8.8995231518271
"Wangen SZ",8855,885500,"SZ",47.192733325538,8.8955884210746
"Alpthal",8849,884900,"SZ",47.070727513291,8.7161579007147
"Goldau",6410,641000,"SZ",47.046605506389,8.5448848388326
"Rigi Klösterli",6410,641002,"SZ",47.043508019215,8.4857195198287
"Rigi Staffel",6410,641003,"SZ",47.053687048679,8.4752830388679
"Rigi Kulm",6410,641004,"SZ",47.055174488314,8.4828803719907
"Oberarth",6414,641400,"SZ",47.056087277506,8.5336153533629
"Arth",6415,641500,"SZ",47.063590376597,8.5231313040655
"Illgau",6434,643400,"SZ",46.987611972836,8.7233172965001
"Brunnen",6440,644000,"SZ",46.994397445526,8.6052500674045
"Lauerz",6424,642400,"SZ",47.035393993451,8.5800620922987
"Stoos SZ",6433,643300,"SZ",46.980455548996,8.6645457835134
"Morschach",6443,644300,"SZ",46.981630078037,8.6203655467422
"Muotathal",6436,643600,"SZ",46.977533912452,8.7599199317126
"Bisisthal",6436,643602,"SZ",46.943930936157,8.8314222433055
"Ried (Muotathal)",6436,643603,"SZ",46.98636762354,8.7139009276487
"Oberiberg",8843,884300,"SZ",47.041702399683,8.7864656269223
"Riemenstalden",6452,645202,"SZ",46.946988115443,8.6663438728974
"Rothenthurm",6418,641800,"SZ",47.105064756579,8.6751310755738
"Sattel",6417,641700,"SZ",47.08374461638,8.6377362889678
"Seewen SZ",6423,642300,"SZ",47.029758564177,8.630885422458
"Schwyz",6430,643000,"SZ",47.021351132051,8.6536670019113
"Rickenbach b. Schwyz",6432,643200,"SZ",47.016399770561,8.6658272888649
"Ibach",6438,643800,"SZ",47.012852578433,8.6448726697605
"Steinen",6422,642200,"SZ",47.047290283166,8.6118360942255
"Steinerberg",6416,641600,"SZ",47.052083358195,8.5853004825677
"Unteriberg",8842,884200,"SZ",47.056366317925,8.8032364207889
"Studen SZ",8845,884500,"SZ",47.073390108272,8.8337194881741
"Pilatus Kulm",6010,601002,"OW",46.97925593855,8.2546981740508
"Alpnachstad",6053,605300,"OW",46.952833572719,8.2774184478457
"Alpnach Dorf",6055,605500,"OW",46.938758018799,8.2646560064063
"Grafenort",6388,638800,"OW",46.868425297438,8.3738619868961
"Engelberg",6390,639000,"OW",46.816207358398,8.403710845189
"Giswil",6074,607400,"OW",46.836858657095,8.181293637665
"Kerns",6064,606400,"OW",46.901959923973,8.2802344046866
"St. Niklausen OW",6066,606600,"OW",46.874545226307,8.2832819615153
"Melchtal",6067,606700,"OW",46.833885577524,8.2927507021047
"Melchsee-Frutt",6068,606800,"OW",46.774235766001,8.2643088390647
"Lungern",6078,607800,"OW",46.782531917431,8.158989873483
"Bürglen OW",6078,607802,"OW",46.812065244454,8.1660671453193
"Sachseln",6072,607200,"OW",46.864550876831,8.2330363651666
"Flüeli-Ranft",6073,607300,"OW",46.871952425744,8.2638273606587
"Kägiswil",6056,605600,"OW",46.919505893476,8.2585703168884
"Sarnen",6060,606000,"OW",46.89356337479,8.249553257694
"Ramersberg",6060,606002,"OW",46.900076976116,8.2314742960009
"Wilen (Sarnen)",6062,606200,"OW",46.88179524103,8.2239890094548
"Stalden (Sarnen)",6063,606300,"OW",46.887378100951,8.2086137724523
"Beckenried",6375,637500,"NW",46.965082531422,8.468737454492
"Buochs",6374,637400,"NW",46.971392663299,8.4200879996666
"Dallenwil",6383,638300,"NW",46.932760770713,8.3906484889518
"Wiesenberg",6383,638303,"NW",46.926333499738,8.3648242164602
"Wirzweli",6383,638304,"NW",46.913340910305,8.3651386671688
"Emmetten",6376,637600,"NW",46.955575920641,8.5231188959476
"Bürgenstock",6363,636302,"NW",46.997222120309,8.3822852764403
"Ennetbürgen",6373,637300,"NW",46.984871417611,8.4144715040836
"Ennetmoos",6372,637200,"NW",46.95746877148,8.3318708258052
"Hergiswil NW",6052,605200,"NW",46.987142381535,8.3041536711685
"Oberdorf NW",6370,637041,"NW",46.959023653736,8.3836509122811
"Büren NW",6382,638200,"NW",46.939481929163,8.4023387980784
"Niederrickenbach",6383,638302,"NW",46.921365377265,8.4368606849457
"Stans",6370,637000,"NW",46.957941787067,8.3596274949404
"Stansstad",6362,636200,"NW",46.976587560584,8.3395621061704
"Obbürgen",6363,636300,"NW",46.981575884005,8.3604797091109
"Fürigen",6363,636301,"NW",46.981887823525,8.3518491144125
"Kehrsiten",6365,636500,"NW",47.001056895816,8.3698608897425
"Wolfenschiessen",6386,638600,"NW",46.908809958493,8.3964859319623
"Oberrickenbach",6387,638700,"NW",46.888128845438,8.4239751068749
"Näfels",8752,875200,"GL",47.101121198694,9.0570790224061
"Mollis",8753,875300,"GL",47.093704212446,9.0757464336045
"Filzbach",8757,875700,"GL",47.120449598275,9.1311980446616
"Obstalden",8758,875800,"GL",47.117536679316,9.1511002033739
"Bilten",8865,886500,"GL",47.150134945529,9.0248532202062
"Niederurnen",8867,886700,"GL",47.125713885585,9.0529319094187
"Oberurnen",8868,886800,"GL",47.114619149992,9.0588048357839
"Mühlehorn",8874,887400,"GL",47.11734824838,9.1726700722343
"Mitlödi",8756,875600,"GL",47.010462370365,9.079007407114
"Schwanden GL",8762,876200,"GL",46.995218882377,9.0747675184634
"Schwändi b. Schwanden",8762,876202,"GL",47.005707001489,9.066722401303
"Sool",8762,876203,"GL",47.000729911911,9.0857458033117
"Engi",8765,876500,"GL",46.983253956115,9.1480655287502
"Matt",8766,876600,"GL",46.963235682704,9.1701907112209
"Elm",8767,876700,"GL",46.918596782567,9.1721535102216
"Nidfurn",8772,877200,"GL",46.986913637457,9.0513349342199
"Haslen GL",8773,877300,"GL",46.980690737256,9.0600479631972
"Leuggelbach",8774,877400,"GL",46.976729390621,9.0410386982948
"Luchsingen",8775,877501,"GL",46.96668177789,9.035731518226
"Hätzingen",8775,877502,"GL",46.961478577127,9.0404522475495
"Diesbach GL",8777,877700,"GL",46.9519314272,9.0353849226952
"Betschwanden",8777,877702,"GL",46.944134336129,9.0273759905226
"Rüti GL",8782,878200,"GL",46.934608782235,9.0128693867465
"Linthal",8783,878300,"GL",46.924586280363,9.0023457644964
"Braunwald",8784,878400,"GL",46.940676518203,8.9981244493259
"Glarus",8750,875000,"GL",47.04046861377,9.0656588459918
"Riedern",8750,875002,"GL",47.04906856207,9.0472284079265
"Klöntal",8750,875003,"GL",47.025560705272,8.9423203093401
"Netstal",8754,875400,"GL",47.063637746902,9.0508518956659
"Ennenda",8755,875500,"GL",47.033827869644,9.0789982820704
"Allenwinden",6319,631900,"ZG",47.164545131382,8.5509629501536
"Baar",6340,634000,"ZG",47.193249214639,8.5227906054727
"Cham",6330,633000,"ZG",47.179290002922,8.4596152278529
"Hagendorn",6332,633200,"ZG",47.202929602875,8.4319128893907
"Hünenberg",6331,633100,"ZG",47.174717410491,8.4280121071961
"Hünenberg See",6333,633300,"ZG",47.169252197712,8.4503089306176
"Menzingen",6313,631300,"ZG",47.178776285197,8.5902980167139
"Edlibach",6313,631302,"ZG",47.179745678779,8.5714783436883
"Finstersee",6313,631303,"ZG",47.167120979348,8.6297509694874
"Sihlbrugg",6340,634004,"ZG",47.217563347127,8.5769666019388
"Neuheim",6345,634500,"ZG",47.205539344388,8.575733886937
"Oberägeri",6315,631500,"ZG",47.139157847399,8.6135193768954
"Alosen",6315,631502,"ZG",47.142770535037,8.6391373334148
"Morgarten",6315,631503,"ZG",47.10084622185,8.635128418379
"Rotkreuz",6343,634300,"ZG",47.139684513587,8.4295533080443
"Buonas",6343,634302,"ZG",47.141038629235,8.4568160594845
"Risch",6343,634303,"ZG",47.133959805025,8.4668448633458
"Holzhäusern ZG",6343,634304,"ZG",47.153980433073,8.4407498981438
"Steinhausen",6312,631200,"ZG",47.196017139192,8.4851679059375
"Unterägeri",6314,631400,"ZG",47.138389121028,8.58269265877
"Neuägeri",6314,631401,"ZG",47.152375904473,8.5627892555211
"Walchwil",6318,631800,"ZG",47.100255036812,8.5147701632891
"Zug",6300,630000,"ZG",47.165183550508,8.5160096770459
"Zugerberg",6300,630005,"ZG",47.143375530761,8.5334227595635
"Oberwil b. Zug",6317,631700,"ZG",47.147797030474,8.5071023596087
"Châtillon FR",1473,147302,"FR",46.833086261464,6.8276873601576
"Cheiry",1529,152900,"FR",46.749331843736,6.8335830049491
"Chapelle (Broye)",1534,153402,"FR",46.770070891001,6.8515748301296
"Cugy FR",1482,148200,"FR",46.814877062275,6.8930954469703
"Vesin",1483,148303,"FR",46.807662788433,6.8727826607632
"Fétigny",1532,153200,"FR",46.797098431726,6.9154779433277
"Gletterens",1544,154400,"FR",46.895228981481,6.9371734333414
"Lully FR",1470,147002,"FR",46.834983420764,6.8480620956024
"Seiry",1470,147003,"FR",46.812086813249,6.8320790002891
"Bollion",1470,147004,"FR",46.817080473019,6.827213685765
"Ménières",1533,153300,"FR",46.784154793469,6.8814499757074
"Cousset",1774,177400,"FR",46.826737823461,6.9713099768484
"Montagny-les-Monts",1774,177402,"FR",46.810484660348,6.9920079996689
"Mannens",1775,177502,"FR",46.792567978501,6.9701524029481
"Grandsivaz",1775,177503,"FR",46.785378733343,6.9808094774715
"Montagny-la-Ville",1776,177600,"FR",46.817505568799,6.9954484844763
"Nuvilly",1485,148500,"FR",46.784057637151,6.8306395586817
"Prévondavaux",1410,141004,"FR",46.727368357423,6.7932750003561
"St-Aubin FR",1566,156600,"FR",46.890138668112,6.9803641480108
"Les Friques",1566,156602,"FR",46.903329428094,6.9880346678564
"Sévaz",1541,154103,"FR",46.83899895307,6.8755078027751
"Villeneuve FR",1527,152700,"FR",46.745958667625,6.8685879230291
"Surpierre",1528,152800,"FR",46.744986674132,6.8613353365437
"Praratoud",1528,152802,"FR",46.734606982559,6.8475383950707
"Vallon",1565,156502,"FR",46.884774021718,6.9533561593272
"Montet (Broye)",1483,148300,"FR",46.816026486588,6.8687113569387
"Frasses",1483,148302,"FR",46.826759478005,6.8635650508743
"Aumont",1484,148400,"FR",46.801189738756,6.84862894295
"Granges-de-Vesin",1484,148402,"FR",46.812286414844,6.8426636641926
"Delley",1567,156700,"FR",46.913142136078,6.9675924332602
"Portalban",1568,156800,"FR",46.917949179184,6.9554723668787
"Dompierre FR",1563,156300,"FR",46.853046957572,6.9885735126858
"Domdidier",1564,156400,"FR",46.864762344605,7.0153617243774
"Léchelles",1773,177300,"FR",46.829034556003,7.0159701473493
"Chandon",1773,177302,"FR",46.839052947597,7.0481394475828
"Russy",1773,177303,"FR",46.842806118171,7.001467439198
"Estavayer-le-Lac",1470,147000,"FR",46.849992717642,6.8472156460918
"Font",1473,147300,"FR",46.836139705986,6.8200498281013
"Autavaux",1475,147500,"FR",46.865203795568,6.8774895014976
"Forel FR",1475,147502,"FR",46.875555284664,6.8881120565519
"Montbrelloz",1475,147503,"FR",46.853586162825,6.8858321986207
"Vuissens",1486,148600,"FR",46.737986598394,6.7657879936959
"Murist",1489,148900,"FR",46.790444058583,6.8073197635456
"Bussy FR",1541,154100,"FR",46.834874029956,6.8892881729537
"Morens FR",1541,154102,"FR",46.844450402818,6.9075056532673
"Rueyres-les-Prés",1542,154200,"FR",46.859632306637,6.9167192898298
"Cheyres",1468,146800,"FR",46.814250367274,6.7871371217274
"Châbles FR",1474,147400,"FR",46.826204615108,6.8094431946568
"Auboranges",1673,167303,"FR",46.582695168533,6.8057122322004
"Billens",1681,168100,"FR",46.690914053508,6.900099966032
"Hennens",1681,168102,"FR",46.683148318687,6.8845703743799
"Chapelle (Glâne)",1608,160804,"FR",46.587825199842,6.8342931682598
"Le Châtelard-près-Romont",1689,168900,"FR",46.677538016125,6.9782861982052
"Châtonnaye",1553,155300,"FR",46.754102481834,6.938263007544
"Ecublens FR",1673,167304,"FR",46.608591601671,6.8084766875062
"Grangettes-près-Romont",1686,168600,"FR",46.676429878229,6.9647033604032
"Massonnens",1692,169200,"FR",46.700646135242,6.9734212644664
"Berlens",1680,168002,"FR",46.693194737692,6.9532737249624
"Mézières FR",1684,168400,"FR",46.679124636204,6.9263448756776
"Montet (Glâne)",1674,167402,"FR",46.644587253296,6.8139740632929
"Romont FR",1680,168000,"FR",46.695406100947,6.9182282472556
"Promasens",1673,167300,"FR",46.601411790038,6.8230736618657
"Gillarens",1673,167302,"FR",46.587488701123,6.8268725159451
"Rue",1673,167305,"FR",46.619624210682,6.8223049185805
"Blessens",1675,167502,"FR",46.611180229036,6.839749773827
"Chavannes-les-Forts",1676,167600,"FR",46.65175322214,6.8976946188295
"Prez-vers-Siviriez",1677,167700,"FR",46.638111030299,6.874479279107
"Siviriez",1678,167800,"FR",46.657857380902,6.8800870814965
"Villaraboud",1679,167900,"FR",46.658939862954,6.9128699224979
"Ursy",1670,167000,"FR",46.635583514419,6.8341901938573
"Bionnens",1670,167002,"FR",46.635055646546,6.8554571892784
"Esmonts",1670,167003,"FR",46.642059254034,6.8442141873193
"Vuarmarens",1674,167400,"FR",46.644945386042,6.8269274877829
"Morlens",1674,167403,"FR",46.653039529664,6.8366730542292
"Vauderens",1675,167500,"FR",46.623257403434,6.847554527113
"Mossel",1675,167503,"FR",46.610435019227,6.8556313128722
"Villaz-St-Pierre",1690,169000,"FR",46.719999439861,6.9569566911746
"Villariaz",1685,168500,"FR",46.664827751598,6.9399391791922
"La Neirigue",1686,168602,"FR",46.685224032732,6.9552668914626
"Vuisternens-devant-Romont",1687,168700,"FR",46.656200749178,6.9297369223875
"La Magne",1687,168702,"FR",46.634452097768,6.9324360118217
"Estévenens",1687,168703,"FR",46.667210938925,6.9565126447087
"Sommentier",1688,168800,"FR",46.638336559325,6.912208346003
"Lieffrens",1688,168802,"FR",46.63669964468,6.9007184597393
"La Joux FR",1697,169700,"FR",46.629128960393,6.9390801957226
"Les Ecasseys",1697,169702,"FR",46.622292630083,6.9092962811247
"Villarsiviriaux",1694,169400,"FR",46.700220319631,7.011761539794
"Villargiroud",1694,169402,"FR",46.704237708344,7.0012949663712
"Orsonnens",1694,169403,"FR",46.717405782882,6.9939161222287
"Chavannes-sous-Orsonnens",1694,169404,"FR",46.727860208145,6.9919984949236
"Torny-le-Grand",1748,174800,"FR",46.770630159758,6.9685493569129
"Middes",1749,174900,"FR",46.768075755801,6.9493529682682
"Lussy FR",1690,169002,"FR",46.715042062928,6.94415747722
"Villarimboud",1691,169100,"FR",46.739481694256,6.962841010918
"Albeuve",1669,166900,"FR",46.516901579814,7.0559866232088
"Lessoc",1669,166902,"FR",46.50566964354,7.0624888569856
"Les Sciernes-d'Albeuve",1669,166903,"FR",46.49688580488,7.0350907296988
"Neirivue",1669,166904,"FR",46.525256443959,7.0580259095182
"Montbovon",1669,166905,"FR",46.486245119768,7.0457190444972
"Gumefens",1643,164300,"FR",46.676993710903,7.0768355250144
"Avry-devant-Pont",1644,164400,"FR",46.687206685595,7.0864011790841
"Le Bry",1645,164500,"FR",46.703911733252,7.0835723712769
"Botterens",1652,165200,"FR",46.621293709209,7.1129296282967
"Villarbeney",1652,165202,"FR",46.629098680348,7.1086779499946
"Broc",1636,163600,"FR",46.604954347729,7.0994799223714
"Bulle",1630,163000,"FR",46.620270337681,7.0584538178244
"La Tour-de-Trême",1635,163500,"FR",46.60907844581,7.0662338467231
"Châtel-sur-Montsalvens",1653,165303,"FR",46.613604239448,7.1264217611997
"Corbières",1647,164700,"FR",46.661370812793,7.1011117905523
"Villarvolard",1651,165100,"FR",46.64525993666,7.1073384108292
"Crésuz",1653,165302,"FR",46.61852772782,7.1409370220041
"Echarlens",1646,164600,"FR",46.647870962012,7.075606673542
"Grandvillard",1666,166600,"FR",46.538794176481,7.0856717900777
"Gruyères",1663,166300,"FR",46.583531490416,7.083357686962
"Pringy",1663,166302,"FR",46.578548194339,7.0721058138318
"Epagny",1663,166303,"FR",46.588116931815,7.0854935567726
"Moléson-sur-Gruyères",1663,166304,"FR",46.561995799828,7.0373441262944
"Hauteville",1648,164800,"FR",46.67094855997,7.1032865885383
"Jaun",1656,165600,"FR",46.61138626018,7.2745930950784
"Im Fang",1656,165601,"FR",46.598074115623,7.2362784063586
"Marsens",1633,163300,"FR",46.655760509102,7.0618621613748
"Vuippens",1633,163302,"FR",46.658846125942,7.0729460347824
"Morlon",1638,163800,"FR",46.627929735879,7.0877666976263
"Le Pâquier-Montbarry",1661,166100,"FR",46.594422681921,7.0548510767646
"Pont-la-Ville",1649,164900,"FR",46.700107863581,7.1110551514477
"Riaz",1632,163200,"FR",46.641500105904,7.0611648469652
"La Roche FR",1634,163400,"FR",46.696358826009,7.1379584501645
"Sâles (Gruyère)",1625,162500,"FR",46.635615209114,6.9731451155269
"Maules",1625,162502,"FR",46.63867454712,6.991311853817
"Romanens",1626,162600,"FR",46.650753486673,6.970584947233
"Treyfayes",1626,162602,"FR",46.654259695944,6.9549951772543
"Rueyres-Treyfayes",1626,162603,"FR",46.648671427218,6.9587942124019
"Sorens",1642,164200,"FR",46.66891592827,7.0602937727908
"Vaulruz",1627,162700,"FR",46.62382088953,6.9931582359173
"Vuadens",1628,162800,"FR",46.616462125016,7.0191460376878
